Attendance,Study_Hours,Previous_Marks,Result
53,1.5,36,Fail
85,1.0,54,Pass
56,3.5,88,Pass
76,3.0,38,Pass
74,1.0,30,Fail
39,3.0,79,Fail
35,3.5,86,Pass
39,4.5,62,Pass
43,3.0,51,Fail
52,2.5,55,Fail
94,4.0,71,Pass
69,4.5,83,Pass
87,2.0,38,Fail
89,0.5,88,Pass
83,5.5,71,Pass
60,4.5,77,Pass
91,1.5,31,Fail
83,3.5,89,Pass
83,4.0,62,Pass
94,1.0,50,Fail
74,1.5,53,Pass
69,6.0,46,Pass
93,3.5,36,Pass
65,1.5,27,Fail
88,5.0,44,Pass
39,3.0,60,Fail
35,4.0,72,Pass
69,2.0,76,Pass
40,1.0,67,Fail
98,1.5,33,Pass
35,6.0,55,Pass
82,4.0,72,Pass
51,5.0,77,Pass
98,0.5,48,Pass
60,4.5,90,Pass
37,3.0,81,Pass
37,4.0,85,Pass
71,2.5,72,Pass
99,4.0,54,Pass
99,0.5,90,Pass
57,1.0,88,Pass
66,5.0,83,Pass
42,1.0,87,Fail
69,0.5,89,Fail
74,5.5,77,Pass
51,2.0,39,Fail
75,3.5,63,Pass
93,5.0,68,Pass
35,4.5,79,Pass
50,1.0,60,Fail
49,3.5,61,Fail
43,3.5,95,Pass
46,2.5,57,Fail
76,4.5,34,Pass
42,6.0,75,Pass
83,1.5,50,Fail
93,1.5,42,Fail
95,4.5,69,Pass
78,3.0,92,Pass
48,5.0,47,Fail
41,1.5,51,Fail
50,0.5,58,Fail
98,4.5,73,Pass
98,6.0,53,Pass
60,1.0,55,Fail
56,5.5,74,Pass
68,2.5,94,Pass
54,0.5,47,Fail
99,3.5,66,Pass
49,2.0,81,Fail
59,4.5,40,Pass
63,2.0,82,Pass
43,3.0,50,Fail
60,1.5,33,Fail
91,5.0,27,Pass
44,5.5,27,Fail
73,2.5,81,Pass
61,3.0,72,Pass
46,6.0,81,Pass
36,1.5,78,Fail
53,5.0,52,Pass
39,3.5,90,Pass
59,5.5,86,Pass
88,2.0,49,Pass
82,2.0,79,Pass
97,2.5,82,Pass
63,0.5,59,Fail
81,1.5,33,Fail
78,6.0,48,Pass
49,2.0,94,Fail
55,0.5,75,Fail
69,2.0,79,Pass
87,2.5,89,Pass
65,3.5,39,Fail
50,1.0,93,Fail
100,5.0,61,Pass
43,5.0,77,Pass
97,1.5,47,Pass
88,5.0,48,Pass
90,2.5,50,Pass
87,3.0,49,Pass
49,5.5,29,Fail
76,5.5,47,Pass
84,2.5,70,Pass
83,3.0,88,Pass
53,2.0,28,Fail
47,3.5,26,Fail
56,4.5,66,Pass
66,1.0,74,Pass
72,5.5,68,Pass
89,4.5,93,Pass
85,1.0,41,Fail
79,5.5,59,Pass
52,4.5,89,Pass
66,2.0,68,Fail
57,3.5,65,Pass
50,5.0,90,Pass
36,6.0,49,Pass
57,2.0,36,Fail
52,4.0,34,Fail
72,5.0,83,Pass
39,6.0,85,Pass
53,1.0,41,Fail
38,3.5,57,Fail
77,5.5,66,Pass
72,0.5,35,Fail
57,3.0,84,Pass
45,3.5,54,Fail
97,3.5,85,Pass
73,4.5,78,Pass
79,1.0,46,Fail
70,5.0,75,Pass
87,2.0,77,Pass
93,5.0,47,Pass
60,3.0,43,Fail
80,0.5,83,Pass
50,6.0,72,Pass
77,5.0,77,Pass
61,2.5,47,Pass
35,2.0,76,Fail
97,3.5,75,Pass
91,6.0,48,Pass
54,2.0,44,Fail
100,5.5,55,Pass
56,2.5,77,Pass
65,4.5,39,Pass
90,2.5,86,Pass
55,1.0,43,Fail
64,5.5,84,Pass
78,1.5,36,Fail
43,5.5,77,Pass
62,1.0,64,Fail
55,2.0,71,Fail
79,5.5,93,Pass
44,4.0,29,Fail
50,1.5,35,Fail
81,4.0,31,Pass
45,1.5,61,Fail
62,5.5,81,Pass
81,1.0,29,Fail
85,3.5,80,Pass
41,1.0,55,Fail
90,4.5,91,Pass
82,5.5,52,Pass
57,5.0,94,Pass
85,2.5,64,Pass
82,2.0,94,Pass
74,1.0,69,Fail
71,5.5,49,Pass
83,1.0,81,Pass
100,4.0,59,Pass
73,2.5,47,Pass
88,6.0,58,Pass
83,3.5,86,Pass
91,3.5,76,Pass
97,5.5,37,Pass
48,6.0,84,Pass
46,3.5,55,Fail
73,5.0,31,Pass
64,4.0,35,Pass
72,3.0,30,Pass
87,1.0,72,Pass
96,4.5,43,Pass
62,4.5,32,Pass
82,1.0,51,Pass
48,2.0,86,Fail
70,4.5,69,Pass
36,1.5,59,Fail
68,4.5,76,Pass
70,4.5,30,Fail
83,2.5,87,Pass
77,2.0,37,Pass
58,2.5,26,Fail
35,2.5,50,Fail
43,4.0,29,Fail
98,4.5,37,Pass
95,5.0,77,Pass
56,0.5,53,Fail
52,4.5,25,Fail
63,2.0,70,Pass
80,5.0,74,Pass
58,1.0,88,Pass
39,3.5,36,Fail
61,3.5,85,Pass
52,2.5,75,Pass
56,6.0,64,Pass
46,1.0,43,Fail
78,1.5,57,Fail
69,4.0,39,Pass
53,3.5,75,Pass
71,2.0,74,Pass
67,2.0,38,Pass
87,1.5,43,Fail
97,5.5,88,Pass
43,3.5,58,Pass
92,2.0,64,Pass
81,2.5,92,Pass
80,5.5,39,Pass
59,5.5,69,Pass
57,1.0,79,Pass
35,4.0,47,Fail
99,1.5,47,Pass
74,1.5,88,Pass
61,5.5,32,Pass
70,5.5,36,Fail
38,1.0,54,Fail
46,5.5,81,Pass
76,4.5,57,Pass
68,5.0,44,Pass
86,5.0,54,Pass
78,3.5,56,Pass
74,5.5,76,Pass
88,1.5,86,Fail
39,3.5,47,Fail
80,2.5,75,Pass
82,5.0,74,Pass
53,1.0,79,Fail
48,3.0,65,Fail
49,5.0,26,Fail
48,2.0,71,Fail
69,2.0,68,Pass
44,2.0,68,Fail
78,4.5,45,Pass
42,2.0,32,Fail
37,2.5,38,Fail
56,3.5,40,Fail
47,5.5,37,Pass
99,5.0,42,Pass
55,1.5,30,Fail
49,5.5,44,Pass
48,5.0,95,Pass
59,4.5,61,Pass
74,3.5,49,Pass
86,1.0,75,Pass
59,4.5,58,Pass
76,3.5,27,Fail
66,2.0,63,Fail
90,0.5,46,Fail
72,2.0,65,Fail
54,4.0,37,Fail
81,1.0,59,Pass
88,4.0,39,Fail
65,5.0,46,Pass
99,2.0,73,Pass
92,1.0,41,Pass
48,1.5,54,Fail
86,2.5,30,Fail
74,5.0,73,Pass
70,4.0,63,Pass
68,5.5,82,Pass
90,6.0,62,Pass
75,1.5,95,Pass
70,4.5,42,Pass
38,3.0,77,Fail
64,3.0,55,Fail
94,2.5,51,Pass
81,2.5,76,Pass
38,4.0,92,Pass
92,4.0,78,Pass
89,2.5,48,Pass
71,1.0,61,Fail
36,3.5,40,Fail
72,4.5,68,Pass
39,3.5,53,Fail
56,0.5,41,Fail
76,2.0,26,Pass
94,5.0,90,Pass
58,4.5,31,Fail
91,0.5,48,Fail
95,3.0,38,Pass
36,3.0,60,Fail
51,4.0,39,Fail
81,1.0,77,Fail
84,4.0,41,Pass
61,5.5,38,Pass
78,2.5,40,Fail
75,2.5,46,Pass
83,0.5,70,Pass
82,1.0,40,Pass
41,5.5,74,Pass
45,6.0,55,Pass
44,0.5,39,Fail
96,5.5,42,Pass
94,1.5,62,Pass
87,3.5,52,Pass
43,4.0,61,Pass
72,2.5,82,Pass
47,3.5,28,Fail
59,4.0,53,Pass
52,1.5,54,Fail
89,6.0,43,Pass
44,1.5,56,Fail
77,0.5,65,Pass
99,5.5,66,Pass
80,3.0,72,Pass
40,2.5,30,Fail
94,2.0,57,Pass
77,0.5,78,Fail
65,2.0,57,Fail
78,2.5,71,Pass
92,3.5,66,Pass
66,3.0,58,Pass
70,5.5,31,Pass
64,5.5,69,Pass
40,2.0,62,Fail
86,6.0,25,Pass
43,5.5,39,Pass
61,5.5,29,Pass
60,4.5,65,Pass
53,1.5,26,Fail
61,1.5,84,Pass
75,5.5,91,Pass
55,3.5,93,Pass
46,5.5,41,Pass
92,4.5,60,Pass
98,1.5,87,Pass
65,2.5,73,Fail
56,6.0,46,Pass
38,0.5,83,Fail
37,4.5,65,Fail
61,6.0,76,Pass
95,1.0,93,Pass
82,2.0,95,Pass
58,3.5,60,Pass
98,5.0,36,Pass
63,3.5,68,Pass
53,1.0,70,Fail
63,1.0,65,Pass
49,2.5,55,Fail
93,2.5,66,Pass
58,1.5,62,Fail
78,5.0,91,Pass
60,0.5,84,Fail
94,5.0,53,Pass
77,5.5,65,Pass
67,4.0,65,Pass
44,4.0,61,Pass
94,1.5,29,Fail
71,3.5,75,Pass
54,2.5,76,Fail
92,2.0,59,Pass
39,3.5,88,Pass
55,0.5,94,Pass
70,2.0,82,Pass
57,4.0,90,Pass
66,3.0,59,Fail
52,1.5,89,Fail
43,0.5,90,Fail
37,2.0,69,Fail
45,3.5,36,Fail
97,3.5,36,Pass
72,1.0,58,Fail
67,4.0,76,Pass
60,6.0,60,Pass
81,3.5,81,Pass
44,3.5,79,Fail
53,4.0,39,Fail
78,5.5,34,Pass
66,5.5,74,Pass
85,0.5,47,Fail
93,1.5,90,Pass
89,1.0,86,Pass
47,4.5,57,Pass
41,1.0,66,Fail
46,5.5,84,Pass
86,0.5,86,Pass
94,4.0,64,Pass
95,2.0,93,Pass
54,3.0,61,Pass
90,3.0,28,Fail
70,4.5,64,Pass
88,3.0,79,Pass
71,3.0,94,Pass
44,4.5,32,Fail
40,5.5,56,Pass
97,5.0,66,Pass
63,4.5,87,Pass
58,3.0,75,Pass
58,5.5,41,Fail
60,3.0,85,Pass
96,5.5,71,Pass
39,5.0,88,Pass
43,1.5,83,Fail
86,1.0,34,Fail
71,4.5,92,Pass
43,4.5,57,Pass
37,4.0,94,Fail
50,6.0,38,Fail
52,3.5,81,Pass
36,2.5,46,Fail
49,3.5,28,Fail
83,0.5,95,Pass
91,3.5,46,Pass
93,5.5,31,Pass
60,0.5,85,Fail
56,5.0,55,Pass
100,5.0,65,Pass
85,1.0,94,Pass
70,5.0,59,Pass
52,4.5,30,Fail
56,3.0,73,Pass
68,2.0,75,Fail
70,2.0,39,Pass
36,4.0,63,Fail
97,2.0,51,Pass
72,2.5,28,Fail
73,5.5,47,Pass
49,4.5,89,Pass
85,4.5,46,Pass
83,6.0,41,Pass
41,0.5,91,Fail
74,2.0,52,Pass
78,4.0,91,Pass
89,3.0,87,Pass
48,1.0,58,Fail
92,5.0,52,Pass
65,1.0,35,Fail
41,3.5,38,Fail
42,3.5,41,Fail
48,4.0,58,Pass
53,2.0,51,Fail
67,0.5,81,Fail
84,5.5,46,Pass
47,5.5,55,Pass
100,3.0,34,Pass
45,0.5,44,Fail
74,3.5,80,Pass
95,2.0,74,Pass
89,1.5,53,Fail
77,1.5,65,Fail
82,1.5,57,Pass
44,2.5,88,Fail
36,2.0,53,Fail
63,5.0,76,Pass
41,3.0,40,Fail
58,3.0,55,Fail
50,1.5,62,Fail
95,5.5,32,Pass
92,1.0,66,Pass
88,2.0,65,Pass
81,4.0,36,Pass
45,4.5,95,Pass
38,5.0,31,Fail
78,3.0,88,Pass
77,2.5,59,Pass
59,2.0,41,Fail
66,3.5,33,Fail
67,2.5,74,Pass
51,2.5,78,Fail
55,0.5,72,Fail
62,5.5,54,Pass
74,1.0,37,Fail
97,2.0,80,Pass
70,5.5,86,Pass
83,4.5,52,Pass
87,3.5,84,Pass
42,4.0,69,Pass
77,1.0,62,Fail
66,5.0,68,Pass
72,2.0,33,Fail
37,6.0,34,Fail
94,2.0,76,Pass
97,4.0,93,Pass
35,3.5,61,Pass
49,1.5,29,Fail
47,2.5,30,Fail
86,5.0,58,Pass
74,1.5,71,Pass
47,6.0,36,Pass
88,2.0,27,Pass
58,4.0,76,Pass
65,4.0,35,Pass
60,3.0,56,Fail
69,4.0,76,Pass
66,4.5,34,Pass
53,4.0,56,Pass
63,3.5,33,Fail
94,4.0,49,Pass
68,2.5,89,Pass
95,1.0,73,Pass
71,1.5,27,Fail
85,4.0,34,Pass
54,5.5,46,Pass
86,0.5,88,Pass
52,3.5,77,Pass
36,2.0,68,Fail
45,3.5,36,Fail
36,4.5,90,Fail
97,4.5,82,Pass
100,4.5,42,Pass
85,5.0,53,Pass
42,1.0,55,Fail
93,3.5,66,Pass
83,2.0,51,Fail
57,5.5,40,Pass
68,5.0,72,Pass
78,1.0,72,Fail
37,2.0,56,Fail
68,3.0,59,Pass
83,6.0,29,Pass
47,1.0,57,Fail
64,3.5,81,Pass
70,2.5,66,Pass
83,4.0,89,Pass
98,4.0,75,Pass
90,2.0,79,Pass
75,5.0,57,Pass
73,1.0,37,Fail
74,5.0,89,Pass
70,1.5,71,Pass
39,3.5,89,Fail
80,2.5,68,Pass
82,4.0,57,Pass
68,2.0,34,Fail
92,3.5,53,Pass
79,0.5,67,Fail
59,2.5,90,Pass
36,5.0,83,Pass
39,3.0,61,Fail
58,3.0,56,Pass
65,4.0,27,Fail
46,3.0,50,Fail
47,5.5,94,Pass
50,2.5,77,Fail
86,5.5,62,Pass
85,5.5,85,Pass
60,3.0,27,Fail
46,2.5,92,Pass
42,4.0,74,Pass
41,4.5,26,Fail
60,1.5,74,Fail
38,2.0,31,Fail
57,1.5,70,Fail
97,4.5,46,Pass
68,4.5,40,Fail
88,1.5,69,Pass
43,3.5,55,Fail
52,4.5,30,Fail
97,5.5,83,Pass
60,1.5,44,Fail
77,2.0,68,Pass
98,2.5,68,Pass
71,4.0,29,Fail
55,1.5,95,Pass
70,1.5,56,Fail
39,5.0,39,Fail
42,3.5,56,Pass
35,1.5,67,Fail
92,2.5,25,Fail
79,1.0,46,Fail
54,2.5,63,Pass
49,2.5,74,Pass
79,1.0,47,Fail
95,1.0,53,Pass
54,5.5,40,Fail
56,5.5,46,Pass
91,0.5,73,Pass
93,4.0,49,Pass
94,1.0,45,Fail
54,5.0,46,Pass
43,5.5,68,Pass
64,4.0,64,Pass
54,4.0,53,Pass
92,2.5,69,Pass
37,2.0,70,Fail
76,3.0,26,Fail
94,1.0,49,Pass
98,4.0,42,Pass
77,3.0,83,Pass
97,1.5,44,Pass
40,3.5,47,Fail
58,5.0,63,Pass
36,3.5,63,Fail
99,3.5,82,Pass
94,5.0,52,Pass
37,0.5,45,Fail
36,4.0,68,Fail
59,3.0,76,Pass
52,1.5,94,Pass
90,6.0,68,Pass
45,2.5,59,Fail
86,2.5,34,Pass
71,1.5,94,Pass
60,6.0,73,Pass
44,5.0,37,Fail
100,1.0,57,Pass
75,3.5,64,Pass
64,1.5,40,Fail
59,4.5,76,Pass
94,3.0,71,Pass
88,1.0,41,Fail
88,3.5,94,Pass
75,5.5,91,Pass
93,2.5,44,Pass
54,1.0,56,Fail
81,5.5,88,Pass
61,1.5,53,Fail
74,3.0,92,Pass
100,3.5,39,Pass
99,2.0,76,Pass
68,1.5,67,Fail
72,1.0,49,Fail
93,1.0,75,Pass
99,3.5,27,Fail
86,5.0,41,Pass
39,1.0,43,Fail
56,4.5,33,Pass
93,3.0,27,Pass
85,0.5,50,Pass
83,3.5,40,Pass
78,2.0,34,Fail
62,4.0,36,Fail
61,2.5,83,Pass
88,4.0,32,Pass
54,5.5,76,Pass
80,2.0,29,Pass
82,5.5,28,Pass
90,1.5,56,Fail
56,1.0,52,Fail
83,1.5,63,Pass
42,5.0,74,Fail
44,4.0,47,Fail
62,6.0,39,Fail
39,4.5,83,Pass
97,3.0,37,Fail
94,5.5,81,Pass
38,6.0,66,Pass
89,5.0,45,Pass
68,3.5,47,Fail
81,5.0,51,Pass
93,1.5,66,Fail
73,5.5,94,Pass
43,6.0,47,Pass
35,4.0,91,Pass
67,1.5,39,Fail
97,1.5,33,Pass
72,6.0,62,Pass
59,5.5,93,Pass
37,4.5,59,Pass
94,5.5,81,Pass
56,3.5,58,Fail
81,5.5,85,Pass
80,1.5,82,Pass
52,1.5,73,Pass
39,3.5,68,Pass
60,2.5,61,Fail
56,3.0,92,Pass
81,5.0,64,Pass
88,1.0,49,Pass
49,4.5,87,Pass
69,1.0,71,Pass
38,5.0,64,Fail
49,1.5,73,Fail
85,4.5,49,Pass
87,4.0,54,Pass
85,2.5,39,Pass
44,2.0,85,Fail
71,1.0,72,Pass
62,2.5,83,Pass
99,1.5,47,Pass
78,1.0,95,Pass
96,4.5,50,Pass
44,1.5,50,Fail
64,1.5,92,Pass
85,2.5,71,Pass
59,3.0,90,Pass
76,3.5,69,Pass
68,4.0,42,Fail
99,3.5,52,Pass
46,3.0,85,Pass
96,2.5,59,Pass
61,2.0,75,Pass
65,4.5,37,Pass
69,2.0,53,Fail
52,5.0,84,Pass
98,3.5,91,Pass
94,4.0,48,Pass
98,3.5,37,Pass
100,5.5,27,Pass
79,3.0,34,Pass
64,3.0,83,Pass
90,5.5,57,Pass
37,4.0,45,Fail
89,3.0,79,Pass
67,2.0,81,Pass
79,2.0,50,Fail
59,5.0,88,Pass
59,2.0,57,Pass
37,0.5,43,Fail
63,0.5,88,Pass
62,6.0,36,Pass
50,3.5,95,Pass
51,3.0,68,Fail
73,5.5,89,Pass
56,2.5,38,Fail
89,5.0,52,Pass
42,4.5,86,Pass
73,3.0,84,Pass
45,5.0,86,Pass
69,6.0,45,Pass
71,1.5,68,Fail
77,0.5,52,Fail
63,5.0,47,Pass
68,2.5,61,Pass
47,3.5,75,Fail
65,1.5,61,Fail
59,5.0,41,Pass
78,4.5,82,Pass
63,5.5,93,Pass
86,3.0,50,Pass
63,6.0,84,Pass
50,3.5,85,Pass
53,4.0,43,Fail
38,4.0,74,Pass
70,3.0,91,Pass
89,3.5,77,Pass
85,1.5,27,Fail
63,2.5,67,Fail
48,4.5,79,Pass
91,0.5,68,Pass
39,4.5,27,Fail
61,2.0,33,Fail
91,2.0,81,Pass
61,4.5,59,Pass
43,1.5,92,Fail
52,6.0,54,Pass
74,6.0,83,Pass
45,3.0,27,Fail
78,2.5,84,Pass
63,1.0,85,Pass
57,5.0,50,Pass
51,1.5,47,Fail
89,5.5,89,Pass
61,6.0,79,Pass
83,1.0,67,Pass
64,4.5,56,Pass
41,3.0,89,Pass
64,3.5,77,Pass
68,1.5,54,Fail
65,4.5,60,Pass
88,1.5,32,Fail
94,5.5,82,Pass
86,3.0,84,Pass
73,4.0,50,Pass
70,5.5,47,Pass
77,4.5,43,Pass
54,3.5,37,Pass
88,2.5,91,Pass
91,3.0,78,Pass
52,2.5,55,Fail
94,5.5,33,Pass
90,2.0,35,Pass
63,3.0,75,Pass
94,5.0,39,Pass
43,2.5,49,Fail
37,5.5,92,Pass
58,2.0,66,Fail
72,0.5,82,Fail
58,4.0,32,Fail
96,3.5,48,Pass
52,5.5,88,Pass
53,3.0,82,Pass
76,1.0,76,Pass
35,2.5,66,Fail
82,2.5,44,Pass
60,3.5,66,Pass
99,2.0,29,Pass
80,3.5,39,Pass
38,5.5,61,Pass
41,3.0,25,Fail
41,4.0,41,Fail
97,2.0,36,Pass
79,5.0,49,Pass
63,2.0,85,Pass
48,3.5,91,Fail
92,2.0,37,Pass
48,1.0,41,Fail
81,2.5,84,Pass
85,1.5,37,Fail
54,5.5,77,Pass
68,2.0,31,Fail
49,6.0,70,Pass
60,3.0,44,Pass
98,1.5,77,Pass
80,2.5,61,Pass
90,1.5,38,Fail
70,5.0,53,Pass
51,1.0,61,Fail
81,5.5,95,Pass
68,1.0,59,Fail
46,2.0,36,Fail
62,1.5,64,Pass
76,4.5,40,Pass
83,3.5,87,Pass
51,5.5,83,Pass
92,2.5,34,Fail
60,0.5,66,Fail
53,4.5,74,Pass
48,3.5,43,Fail
87,5.0,69,Pass
58,3.0,57,Pass
66,4.5,59,Pass
49,1.5,64,Fail
80,6.0,65,Pass
86,1.5,75,Pass
57,5.0,57,Pass
96,1.5,76,Pass
37,5.0,59,Pass
44,5.0,71,Pass
73,5.5,43,Pass
81,3.0,63,Pass
51,3.0,58,Fail
71,5.0,46,Pass
56,3.5,29,Fail
71,4.0,61,Pass
78,2.0,26,Pass
98,3.0,52,Pass
65,2.5,51,Pass
77,4.0,69,Pass
73,1.5,94,Pass
56,2.5,85,Pass
51,5.0,93,Pass
99,3.5,92,Pass
48,5.5,30,Pass
86,2.0,45,Fail
45,3.0,46,Fail
87,3.5,30,Pass
47,2.5,84,Pass
98,4.5,88,Pass
80,1.5,67,Pass
41,3.5,87,Pass
80,1.5,75,Pass
74,4.0,56,Pass
57,5.0,35,Pass
52,0.5,92,Fail
82,3.0,73,Pass
83,3.0,50,Pass
56,4.5,34,Fail
92,1.0,81,Pass
52,2.5,81,Pass
40,5.0,63,Pass
74,3.5,95,Pass
42,4.5,52,Fail
53,2.5,91,Pass
68,5.5,69,Pass
54,1.0,77,Fail
49,1.0,89,Fail
81,3.5,83,Pass
71,3.0,45,Pass
90,4.0,86,Pass
73,2.0,63,Pass
66,1.5,28,Fail
52,4.5,72,Pass
86,2.0,60,Pass
48,4.5,63,Fail
51,4.0,54,Fail
90,1.0,29,Fail
83,4.5,38,Pass
75,5.5,78,Pass
38,5.0,41,Fail
43,0.5,69,Fail
67,3.5,63,Pass
84,5.5,40,Pass
65,4.0,45,Pass
36,2.0,52,Fail
47,1.5,87,Fail
73,4.5,91,Pass
80,4.5,52,Pass
37,5.5,28,Pass
38,5.5,67,Pass
52,2.5,54,Fail
40,4.0,59,Fail
70,1.0,56,Pass
43,1.0,71,Fail
77,1.0,46,Fail
86,5.5,87,Pass
98,1.5,54,Fail
97,3.0,49,Pass
53,3.0,90,Pass
37,2.5,50,Fail
56,3.5,31,Fail
81,0.5,36,Fail
39,2.5,75,Pass
58,3.0,64,Pass
54,5.0,62,Pass
49,4.5,31,Fail
81,5.0,36,Pass
78,2.5,53,Fail
70,1.5,56,Pass
94,2.5,51,Pass
42,6.0,60,Pass
45,1.5,76,Fail
60,1.5,69,Fail
78,5.5,68,Pass
73,5.5,64,Pass
40,1.5,39,Fail
97,4.5,67,Pass
55,3.0,36,Fail
58,3.0,75,Pass
76,3.0,57,Fail
96,6.0,66,Pass
78,1.5,85,Pass
97,5.0,51,Pass
47,0.5,32,Fail
75,4.0,87,Pass
89,4.0,51,Pass
68,4.5,53,Pass
59,5.5,46,Pass
99,4.5,54,Pass
44,4.5,61,Pass
62,2.0,84,Fail
92,6.0,75,Pass
94,3.0,61,Pass
99,3.0,78,Pass
93,3.5,84,Pass
38,2.5,29,Fail
95,4.0,66,Pass
63,2.5,28,Fail
77,2.0,47,Pass
61,5.5,78,Pass
88,5.5,80,Pass
72,3.0,87,Pass
90,6.0,60,Pass
48,3.0,31,Fail
47,2.5,34,Fail
64,5.5,42,Pass
35,4.0,51,Fail
80,4.5,62,Pass
54,3.0,70,Fail
71,2.5,36,Fail
40,1.0,38,Fail
46,6.0,37,Pass
75,2.0,78,Pass
55,3.0,46,Fail
49,1.0,37,Fail
50,4.0,55,Pass
49,2.5,42,Fail
75,4.5,51,Pass
46,3.5,83,Pass
59,1.0,48,Fail
80,0.5,37,Fail
68,1.5,41,Fail
74,4.5,27,Pass
51,5.0,88,Pass
96,2.5,74,Pass
62,3.5,57,Pass
54,2.0,64,Fail
94,5.5,43,Pass
78,6.0,53,Pass
75,4.5,47,Pass
93,1.0,83,Pass
39,3.0,77,Fail
89,6.0,45,Pass
79,2.0,78,Pass
58,4.0,32,Pass
52,5.5,39,Pass
42,5.0,32,Fail
96,4.0,42,Pass
44,3.5,41,Fail
52,5.5,88,Pass
80,2.5,48,Fail
81,5.5,50,Pass
45,3.0,32,Fail
88,4.5,30,Pass
68,5.5,40,Pass
90,3.5,34,Pass
41,2.0,49,Fail
38,1.0,38,Fail
76,5.0,37,Pass
45,4.0,70,Pass
69,2.0,91,Pass
36,5.5,26,Fail
86,5.5,74,Pass
93,5.5,71,Pass
90,4.0,66,Pass
97,6.0,73,Pass
94,5.5,61,Pass
64,1.0,90,Pass
61,6.0,36,Pass
93,3.5,58,Pass
95,5.5,71,Pass
98,4.5,89,Pass
85,4.0,59,Pass
48,2.5,93,Pass
96,0.5,71,Pass
97,2.0,74,Pass
78,4.5,82,Pass
91,5.0,76,Pass
71,0.5,62,Fail
96,1.5,79,Pass
41,4.0,28,Fail
91,2.0,90,Pass
39,1.5,83,Fail
57,1.0,70,Pass
44,4.0,30,Fail
66,4.0,46,Fail
50,5.0,43,Fail
97,2.0,43,Fail
71,1.5,72,Fail
93,5.0,86,Pass
53,6.0,73,Pass
37,2.5,52,Fail
85,5.5,93,Pass
81,4.5,85,Pass
70,5.5,73,Pass
88,3.0,53,Pass
90,1.0,73,Fail
73,1.0,54,Fail
98,4.5,36,Pass
82,5.0,68,Pass
79,3.0,74,Pass
58,1.0,49,Fail
35,1.0,90,Fail
51,4.0,85,Pass
85,5.5,66,Pass
81,2.5,29,Pass
57,4.0,26,Fail
76,3.5,70,Pass
48,5.5,82,Pass
52,5.0,60,Pass
97,1.5,27,Fail
62,4.0,35,Pass
51,5.0,40,Fail
67,5.5,69,Fail
60,3.5,59,Pass
82,1.5,32,Pass
98,3.5,60,Pass
73,4.0,86,Pass
73,2.0,56,Fail
59,6.0,35,Fail
72,2.0,65,Pass
56,5.5,90,Pass
35,3.0,33,Fail
91,0.5,36,Fail
63,3.5,65,Pass
67,4.0,49,Pass
40,5.5,88,Pass
89,3.5,75,Pass
46,1.0,35,Fail
62,5.5,86,Pass
90,3.5,70,Pass
65,2.0,60,Fail
96,5.5,43,Pass
49,1.0,70,Fail
81,1.0,88,Pass
99,3.5,28,Pass
71,4.0,51,Fail
80,3.5,90,Pass
61,5.5,52,Pass
84,2.0,28,Pass
94,6.0,32,Pass
81,0.5,73,Pass
96,1.0,74,Pass
73,1.5,33,Fail
73,1.0,40,Fail
55,3.0,64,Pass
81,5.5,73,Pass
92,5.0,36,Pass
77,4.5,57,Pass
50,0.5,64,Fail
70,5.5,28,Pass
84,2.5,41,Pass
96,4.5,89,Pass
45,4.5,87,Pass
43,1.5,48,Fail
62,3.5,86,Pass
43,5.5,69,Pass
99,2.0,94,Pass
63,4.5,93,Pass
70,6.0,68,Pass
50,2.5,58,Fail
64,2.5,35,Fail
99,3.0,62,Pass
67,5.0,53,Pass
36,3.0,70,Fail
51,3.0,31,Fail
99,1.5,83,Pass
99,6.0,93,Pass
49,5.5,40,Pass
75,4.0,69,Pass
40,6.0,81,Pass
73,4.5,64,Pass
43,6.0,90,Pass
88,1.5,61,Pass
96,1.5,44,Pass
46,5.5,58,Pass
65,3.0,59,Pass
42,2.5,43,Fail
57,4.5,80,Pass
39,4.0,68,Fail
52,2.5,51,Fail
99,2.5,55,Pass
38,2.5,51,Fail
91,1.0,56,Pass
40,2.0,62,Fail
69,3.5,48,Pass
64,5.0,82,Pass
96,3.0,90,Pass
48,2.5,62,Fail
47,4.0,75,Pass
84,1.5,90,Pass
82,2.5,38,Fail
80,1.5,38,Fail
37,4.0,30,Fail
52,1.0,56,Fail
90,3.0,48,Pass
74,4.0,64,Pass
74,5.0,57,Pass
54,4.5,38,Fail
52,5.5,52,Pass
97,4.0,27,Pass
82,2.5,63,Pass
43,2.0,44,Fail
96,1.0,33,Fail
73,2.0,30,Fail
57,1.5,75,Fail
61,2.5,42,Fail
82,4.5,71,Pass
59,4.5,82,Pass
73,2.0,60,Fail
81,3.5,34,Pass
48,1.5,68,Fail
96,3.5,30,Pass
58,3.5,82,Pass
62,2.0,78,Fail
80,2.0,53,Fail
75,6.0,44,Pass
64,3.5,75,Pass
77,3.5,65,Pass
94,0.5,35,Fail
87,1.5,78,Pass
89,2.5,48,Fail
52,6.0,88,Pass
62,1.5,83,Fail
71,2.0,44,Fail
38,6.0,43,Fail
85,3.0,53,Fail
56,2.5,81,Pass
53,4.0,34,Fail
52,3.0,47,Fail
53,6.0,71,Pass
57,1.0,27,Fail
74,5.0,29,Pass
73,2.0,78,Pass
